year,PdDistrict,Category,Descript,incident_count
2003,BAYVIEW,RUNAWAY,RUNAWAY,28
2003,BAYVIEW,"SECONDARY CODES","DOMESTIC VIOLENCE",172
2003,BAYVIEW,"SECONDARY CODES","GANG ACTIVITY",20
2003,BAYVIEW,"SECONDARY CODES","JUVENILE INVOLVED",1
2003,BAYVIEW,"SECONDARY CODES","PREJUDICE-BASED INCIDENT",11
2003,BAYVIEW,"SEX OFFENSES, FORCIBLE","ANNOY OR MOLEST CHILDREN",1
2003,BAYVIEW,"SEX OFFENSES, FORCIBLE","ASSAULT TO RAPE WITH BODILY FORCE",1
2003,BAYVIEW,"SEX OFFENSES, FORCIBLE","ATTEMPTED RAPE, BODILY FORCE",2
2003,BAYVIEW,"SEX OFFENSES, FORCIBLE","CHILD ABUSE SEXUAL",25
2003,BAYVIEW,"SEX OFFENSES, FORCIBLE","FORCIBLE RAPE, ARMED WITH A DANGEROUS WEAPON",1
2003,BAYVIEW,"SEX OFFENSES, FORCIBLE","FORCIBLE RAPE, ARMED WITH A SHARP INSTRUMENT",2
2003,BAYVIEW,"SEX OFFENSES, FORCIBLE","FORCIBLE RAPE, BODILY FORCE",18
2003,BAYVIEW,"SEX OFFENSES, FORCIBLE","ORAL COPULATION",1
2003,BAYVIEW,"SEX OFFENSES, FORCIBLE","SEXUAL BATTERY",12
2003,BAYVIEW,"SEX OFFENSES, FORCIBLE",SODOMY,3
2003,BAYVIEW,"SEX OFFENSES, NON FORCIBLE","UNLAWFUL SEXUAL INTERCOURSE",6
2003,BAYVIEW,"STOLEN PROPERTY","RECEIVING STOLEN PROPERTY",40
2003,BAYVIEW,SUICIDE,"ATTEMPTED SUICIDE",1
2003,BAYVIEW,SUICIDE,"ATTEMPTED SUICIDE BY ASPHYXIATION",1
2003,BAYVIEW,SUICIDE,"ATTEMPTED SUICIDE BY INGESTION",2
2003,BAYVIEW,SUICIDE,"ATTEMPTED SUICIDE BY STRANGULATION",1
2003,BAYVIEW,SUICIDE,"SUICIDE BY ASPHYXIATION",1
2003,BAYVIEW,SUICIDE,"SUICIDE BY STRANGULATION",3
2003,BAYVIEW,"SUSPICIOUS OCC","SUSPICIOUS ACT TOWARDS CHILD",10
2003,BAYVIEW,"SUSPICIOUS OCC","SUSPICIOUS ACT TOWARDS FEMALE",5
2003,BAYVIEW,"SUSPICIOUS OCC","SUSPICIOUS AUTO, POSSIBLY SEX",1
2003,BAYVIEW,"SUSPICIOUS OCC","SUSPICIOUS OCCURRENCE",403
2003,BAYVIEW,"SUSPICIOUS OCC","SUSPICIOUS OCCURRENCE, POSSIBLE SHOTS FIRED",25
2003,BAYVIEW,"SUSPICIOUS OCC","SUSPICIOUS PERSON",14
2003,BAYVIEW,"SUSPICIOUS OCC","UNUSUAL OCCURENCE",3
2003,BAYVIEW,TRESPASS,TRESPASSING,84
2003,BAYVIEW,VANDALISM,"DAMAGE TO MAIL BOX",1
2003,BAYVIEW,VANDALISM,"DAMAGE/DESTRUCTION OF MAIL",1
2003,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF",13
2003,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",71
2003,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS WITH BB GUN",2
2003,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF, BUILDING UNDER CONSTRUCTION",3
2003,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF, FICTITIOUS PHONE CALLS",2
2003,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",28
2003,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF, STREET CARS/BUSES",3
2003,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",15
2003,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",224
2003,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",417
2003,BAYVIEW,"VEHICLE THEFT","ATTEMPTED STOLEN VEHICLE",21
2003,BAYVIEW,"VEHICLE THEFT","RECOVERED VEHICLE - STOLEN OUTSIDE SF",281
2003,BAYVIEW,"VEHICLE THEFT","STOLEN AND RECOVERED VEHICLE",85
2003,BAYVIEW,"VEHICLE THEFT","STOLEN AUTOMOBILE",567
2003,BAYVIEW,"VEHICLE THEFT","STOLEN MISCELLANEOUS VEHICLE",12
2003,BAYVIEW,"VEHICLE THEFT","STOLEN MOTORCYCLE",28
2003,BAYVIEW,"VEHICLE THEFT","STOLEN TRAILER",11
2003,BAYVIEW,"VEHICLE THEFT","STOLEN TRUCK",264
2003,BAYVIEW,"VEHICLE THEFT","TAMPERING WITH A VEHICLE",25
2003,BAYVIEW,"VEHICLE THEFT","VEHICLE, RECOVERED, AUTO",542
2003,BAYVIEW,"VEHICLE THEFT","VEHICLE, RECOVERED, CAMPER-HOUSE CAR-MOTOR HOME",4
2003,BAYVIEW,"VEHICLE THEFT","VEHICLE, RECOVERED, MOBILE HOME-TRAILER",5
2003,BAYVIEW,"VEHICLE THEFT","VEHICLE, RECOVERED, MOTORCYCLE",23
2003,BAYVIEW,"VEHICLE THEFT","VEHICLE, RECOVERED, OTHER VEHICLE",253
2003,BAYVIEW,WARRANTS,"ENROUTE TO ADULT AUTHORITY",15
2003,BAYVIEW,WARRANTS,"ENROUTE TO DEPARTMENT OF CORRECTIONS",58
2003,BAYVIEW,WARRANTS,"ENROUTE TO OUTSIDE JURISDICTION",218
2003,BAYVIEW,WARRANTS,"ENROUTE TO PAROLE OFFICER",22
2003,BAYVIEW,WARRANTS,"ENROUTE TO PROBATION OFFICER",6
2003,BAYVIEW,WARRANTS,"ENROUTE TO U.S. MARSHALL",9
2003,BAYVIEW,WARRANTS,"WARRANT ARREST",677
2003,BAYVIEW,"WEAPON LAWS","CARRYING A CONCEALED WEAPON",13
2003,BAYVIEW,"WEAPON LAWS","CARRYING OF CONCEALED WEAPON BY CONVICTED FELON",2
2003,BAYVIEW,"WEAPON LAWS","DESTRUCTION OF PROPERTY WITH EXPLOSIVES",1
2003,BAYVIEW,"WEAPON LAWS","DISCHARGE FIREARM AT AN INHABITED DWELLING",43
2003,BAYVIEW,"WEAPON LAWS","DISCHARGE FIREARM WITHIN CITY LIMITS",10
2003,BAYVIEW,"WEAPON LAWS","EXHIBITING DEADLY WEAPON IN A THREATING MANNER",25
2003,BAYVIEW,"WEAPON LAWS","LOCATED EXPLOSIVE DEVICE",2
2003,BAYVIEW,"WEAPON LAWS","LOITERING WHILE CARRYING CONCEALED WEAPON",9
2003,BAYVIEW,"WEAPON LAWS","POSS OF DEADLY WEAPON WITH INTENT TO ASSAULT",10
2003,BAYVIEW,"WEAPON LAWS","POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN",14
2003,BAYVIEW,"WEAPON LAWS","POSS OF LOADED FIREARM",67
2003,BAYVIEW,"WEAPON LAWS","POSS OF PROHIBITED WEAPON",13
2003,BAYVIEW,"WEAPON LAWS","POSS OF TEAR GAS WEAPON",1
2003,BAYVIEW,"WEAPON LAWS","POSSESSION OF AIR GUN",9
2003,BAYVIEW,"WEAPON LAWS","POSSESSION OF CAUSTIC CHEMICAL",1
2003,BAYVIEW,"WEAPON LAWS","POSSESSION OF EXPLOSIVE DEVICE",1
2003,BAYVIEW,"WEAPON LAWS","TAMPERING WITH MARKS ON FIREARM",4
2003,CENTRAL,ARSON,ARSON,2
2003,CENTRAL,ARSON,"ARSON OF A COMMERCIAL BUILDING",1
2003,CENTRAL,ARSON,"ARSON OF A VEHICLE",1
2003,CENTRAL,ARSON,"ARSON OF AN INHABITED DWELLING",1
2003,CENTRAL,ARSON,"ATTEMPTED ARSON",3
2003,CENTRAL,ASSAULT,"AGGRAVATED ASSAULT OF POLICE OFFICER,BODILY FORCE",1
2003,CENTRAL,ASSAULT,"AGGRAVATED ASSAULT ON POLICE OFFICER WITH A KNIFE",1
2003,CENTRAL,ASSAULT,"AGGRAVATED ASSAULT WITH A DEADLY WEAPON",87
2003,CENTRAL,ASSAULT,"AGGRAVATED ASSAULT WITH A GUN",6
2003,CENTRAL,ASSAULT,"AGGRAVATED ASSAULT WITH A KNIFE",20
2003,CENTRAL,ASSAULT,"AGGRAVATED ASSAULT WITH BODILY FORCE",61
2003,CENTRAL,ASSAULT,ASSAULT,11
2003,CENTRAL,ASSAULT,"ASSAULT ON A POLICE OFFICER WITH A DEADLY WEAPON",4
2003,CENTRAL,ASSAULT,"ASSAULT WITH CAUSTIC CHEMICALS",6
2003,CENTRAL,ASSAULT,"ATTEMPTED HOMICIDE WITH A KNIFE",2
2003,CENTRAL,ASSAULT,"ATTEMPTED SIMPLE ASSAULT",9
2003,CENTRAL,ASSAULT,BATTERY,496
2003,CENTRAL,ASSAULT,"BATTERY OF A POLICE OFFICER",27
2003,CENTRAL,ASSAULT,"CHILD ABUSE (PHYSICAL)",8
2003,CENTRAL,ASSAULT,"INFLICT INJURY ON COHABITEE",92
2003,CENTRAL,ASSAULT,"MAYHEM WITH A DEADLY WEAPON",1
2003,CENTRAL,ASSAULT,STALKING,17
2003,CENTRAL,ASSAULT,"THREATENING PHONE CALL(S)",10
2003,CENTRAL,ASSAULT,"THREATS AGAINST LIFE",240
2003,CENTRAL,ASSAULT,"THREATS TO SCHOOL TEACHERS",1
2003,CENTRAL,ASSAULT,"UNLAWFUL DISSUADING/THREATENING OF A WITNESS",1
2003,CENTRAL,ASSAULT,"WILLFUL CRUELTY TO CHILD",1
2003,CENTRAL,"BAD CHECKS","CHECKS, NON-SUFFICIENT FUNDS (FELONY)",4
2003,CENTRAL,"BAD CHECKS","CHECKS, NON-SUFFICIENT FUNDS (MISDEMEANOR)",15
2003,CENTRAL,BRIBERY,"BRIBERY OF WITNESSES",1
2003,CENTRAL,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",10
2003,CENTRAL,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",31
2003,CENTRAL,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",69
2003,CENTRAL,BURGLARY,"BURGLARY OF FLAT, ATTEMPTED FORCIBLE ENTRY",6
2003,CENTRAL,BURGLARY,"BURGLARY OF FLAT, FORCIBLE ENTRY",3
2003,CENTRAL,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",13
2003,CENTRAL,BURGLARY,"BURGLARY OF HOTEL ROOM, ATTEMPTED FORCIBLE ENTRY",1
2003,CENTRAL,BURGLARY,"BURGLARY OF HOTEL ROOM, FORCIBLE ENTRY",7
2003,CENTRAL,BURGLARY,"BURGLARY OF HOTEL ROOM, UNLAWFUL ENTRY",57
2003,CENTRAL,BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",4
2003,CENTRAL,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",12
2003,CENTRAL,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",23
2003,CENTRAL,BURGLARY,"BURGLARY OF STORE, ATTEMPTED FORCIBLE ENTRY",10
2003,CENTRAL,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",50
2003,CENTRAL,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",46
2003,CENTRAL,BURGLARY,"BURGLARY OF WAREHOUSE, FORCIBLE ENTRY",2
2003,CENTRAL,BURGLARY,"BURGLARY OF WAREHOUSE, UNLAWFUL ENTRY",5
2003,CENTRAL,BURGLARY,"BURGLARY, ATTEMPTED FORCIBLE ENTRY",19
2003,CENTRAL,BURGLARY,"BURGLARY, FORCIBLE ENTRY",108
2003,CENTRAL,BURGLARY,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",2
2003,CENTRAL,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",4
2003,CENTRAL,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",23
2003,CENTRAL,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",96
2003,CENTRAL,BURGLARY,"BURGLARY,APT UNDER CONSTRUCTION, FORCIBLE ENTRY",1
2003,CENTRAL,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, FORCIBLE ENTRY",5
2003,CENTRAL,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, UNLAWFUL ENTRY",19
2003,CENTRAL,BURGLARY,"BURGLARY,FLAT UNDER CONSTRUCTION, UNLAWFUL ENTRY",1
2003,CENTRAL,BURGLARY,"BURGLARY,HOTEL UNDER CONSTRUCTION, FORCIBLE ENTRY",1
2003,CENTRAL,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, FORCIBLE ENTRY",2
2003,CENTRAL,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, UNLAWFUL ENTRY",2
2003,CENTRAL,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, ATT. FORCIBLE",9
2003,CENTRAL,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",47
2003,CENTRAL,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",64
2003,CENTRAL,BURGLARY,"SAFE BURGLARY",3
2003,CENTRAL,BURGLARY,"SAFE BURGLARY OF A HOTEL",1
2003,CENTRAL,BURGLARY,"SAFE BURGLARY OF A STORE",1
2003,CENTRAL,"DISORDERLY CONDUCT","COMMITTING PUBLIC NUISANCE",34
2003,CENTRAL,"DISORDERLY CONDUCT","DISTURBING THE PEACE",43
2003,CENTRAL,"DISORDERLY CONDUCT","DISTURBING THE PEACE, COMMOTION",3
2003,CENTRAL,"DISORDERLY CONDUCT","DISTURBING THE PEACE, FIGHTING",7
2003,CENTRAL,"DISORDERLY CONDUCT","DISTURBING THE PEACE, SWEARING",6
2003,CENTRAL,"DISORDERLY CONDUCT","MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION",16
2003,CENTRAL,"DRIVING UNDER THE INFLUENCE","DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL",18
2003,CENTRAL,"DRIVING UNDER THE INFLUENCE","DRIVING WHILE UNDER THE INFLUENCE OF DRUGS",1
2003,CENTRAL,DRUG/NARCOTIC,"ENCOURAGING MINOR TO USE COCAINE",1
2003,CENTRAL,DRUG/NARCOTIC,"MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED",5
2003,CENTRAL,DRUG/NARCOTIC,"PLANTING/CULTIVATING MARIJUANA",1
2003,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF AMPHETAMINE",5
2003,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF AMPHETAMINE FOR SALES",9
2003,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF BASE/ROCK COCAINE",31
2003,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF BASE/ROCK COCAINE FOR SALE",9
2003,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF COCAINE",13
2003,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF COCAINE FOR SALES",2
2003,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF CONTROLLED SUBSTANCE",1
2003,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF HALLUCINOGENIC FOR SALES",1
2003,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF HEROIN",11
2003,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF HEROIN FOR SALES",3
2003,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF MARIJUANA",51
2003,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF MARIJUANA FOR SALES",8
2003,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF METH-AMPHETAMINE",45
2003,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF METH-AMPHETAMINE FOR SALE",9
2003,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF NARCOTICS PARAPHERNALIA",81
2003,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF OPIATES",1
2003,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF OPIUM DERIVATIVE",1
2003,CENTRAL,DRUG/NARCOTIC,"SALE OF AMPHETAMINE",1
2003,CENTRAL,DRUG/NARCOTIC,"SALE OF BASE/ROCK COCAINE",8
2003,CENTRAL,DRUG/NARCOTIC,"SALE OF COCAINE",1
2003,CENTRAL,DRUG/NARCOTIC,"SALE OF HEROIN",3
2003,CENTRAL,DRUG/NARCOTIC,"SALE OF MARIJUANA",2
2003,CENTRAL,DRUG/NARCOTIC,"TRANSPORTATION OF COCAINE",1
2003,CENTRAL,DRUG/NARCOTIC,"TRANSPORTATION OF MARIJUANA",1
2003,CENTRAL,DRUG/NARCOTIC,"TRANSPORTATION OF METH-AMPHETAMINE",2
2003,CENTRAL,DRUG/NARCOTIC,"UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE",17
2003,CENTRAL,DRUNKENNESS,"UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE",118
2003,CENTRAL,EMBEZZLEMENT,"EMBEZZLED VEHICLE",2
2003,CENTRAL,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT",7
2003,CENTRAL,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY BROOKERS/AGENTS",1
2003,CENTRAL,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY EMPLOYEE",14
2003,CENTRAL,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY PROPERTY CARRIER",1
2003,CENTRAL,EMBEZZLEMENT,"EMBEZZLEMENT, PETTY THEFT",1
2003,CENTRAL,EMBEZZLEMENT,"EMBEZZLEMENT, PETTY THEFT BY EMPLOYEE",1
2003,CENTRAL,EXTORTION,"ATTEMPTED EXTORTION",9
2003,CENTRAL,EXTORTION,EXTORTION,4
2003,CENTRAL,"FAMILY OFFENSES","ABANDONMENT OF CHILD",2
2003,CENTRAL,"FAMILY OFFENSES","DESERTION OF CHILD",3
2003,CENTRAL,"FAMILY OFFENSES","FAILURE TO PROVIDE FOR CHILD",1
2003,CENTRAL,"FAMILY OFFENSES","IMMORAL ACTS OR DRUNK IN PRESENCE OF CHILD",1
2003,CENTRAL,"FAMILY OFFENSES","MINOR WITHOUT PROPER PARENTAL CARE",1
2003,CENTRAL,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",94
2003,CENTRAL,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (MISDEMEANOR)",4
2003,CENTRAL,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",70
2003,CENTRAL,FORGERY/COUNTERFEITING,"CHECKS, POSSESSION WITH INTENT TO PASS",9
2003,CENTRAL,FORGERY/COUNTERFEITING,"COUNTERFEITING, COINS OR NOTES",13
2003,CENTRAL,FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",5
2003,CENTRAL,FORGERY/COUNTERFEITING,"FORGERY, DRIVERS LICENSE OR ID-CARD",25
2003,CENTRAL,FORGERY/COUNTERFEITING,"FORGERY, FALSE ENTRIES IN RECORDS OR RETURNS",5
2003,CENTRAL,FORGERY/COUNTERFEITING,"FORGERY, NOTES",29
2003,CENTRAL,FORGERY/COUNTERFEITING,"FORGERY, POSSESSION DRIVERS LICENSE OR ID-CARD",1
2003,CENTRAL,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",14
2003,CENTRAL,FRAUD,"CREDIT CARD, THEFT BY USE OF",258
2003,CENTRAL,FRAUD,"CREDIT CARD, THEFT OF",27
2003,CENTRAL,FRAUD,"DEFRAUDING AN INNKEEPER",39
2003,CENTRAL,FRAUD,"FALSE ID TO PEACE OFFICER",17
2003,CENTRAL,FRAUD,"FALSE PRETENSES, GRAND THEFT",15
2003,CENTRAL,FRAUD,"FALSE PRETENSES, PETTY THEFT",7
2003,CENTRAL,FRAUD,"FORGERY, CREDIT CARD",19
2003,CENTRAL,FRAUD,"FRAUDULENT AUCTION",1
2003,CENTRAL,FRAUD,"FRAUDULENT CREDIT APPLICATION",46
2003,CENTRAL,FRAUD,"FRAUDULENT USE OF AUTOMATED TELLER CARD",6
2003,CENTRAL,FRAUD,"IMPERSONATING A POLICE OFFICER",3
2003,CENTRAL,FRAUD,"PUTTING SLUGS IN COIN OPERATED MACHINES",1
2003,CENTRAL,FRAUD,"SHORT CHANGE, PETTY THEFT",1
2003,CENTRAL,FRAUD,"TRICK AND DEVICE, GRAND THEFT",9
2003,CENTRAL,FRAUD,"TRICK AND DEVICE, PETTY THEFT",14
2003,CENTRAL,GAMBLING,GAMBLING,5
2003,CENTRAL,KIDNAPPING,"ATTEMPTED KIDNAPPING, ADULT VICTIM",1
2003,CENTRAL,KIDNAPPING,"ATTEMPTED KIDNAPPING, JUVENILE VICTIM",1
2003,CENTRAL,KIDNAPPING,"CHILD STEALING",1
2003,CENTRAL,KIDNAPPING,"FALSE IMPRISONMENT",12
2003,CENTRAL,KIDNAPPING,"KIDNAPPING, ADULT VICTIM",4
2003,CENTRAL,LARCENY/THEFT,"ATTEMPTED GRAND THEFT PICKPOCKET",3
2003,CENTRAL,LARCENY/THEFT,"ATTEMPTED GRAND THEFT PURSESNATCH",3
2003,CENTRAL,LARCENY/THEFT,"ATTEMPTED PETTY THEFT OF PROPERTY",5
2003,CENTRAL,LARCENY/THEFT,"ATTEMPTED SHOPLIFTING",11
2003,CENTRAL,LARCENY/THEFT,"ATTEMPTED THEFT COIN OPERATED MACHINE",1
2003,CENTRAL,LARCENY/THEFT,"ATTEMPTED THEFT FROM A BUILDING",10
2003,CENTRAL,LARCENY/THEFT,"ATTEMPTED THEFT FROM LOCKED VEHICLE",56
2003,CENTRAL,LARCENY/THEFT,"ATTEMPTED THEFT FROM UNLOCKED VEHICLE",2
2003,CENTRAL,LARCENY/THEFT,"ATTEMPTED THEFT OF A BICYCLE",2
2003,CENTRAL,LARCENY/THEFT,"GRAND THEFT AUTO STRIP",12
2003,CENTRAL,LARCENY/THEFT,"GRAND THEFT BICYCLE",79
2003,CENTRAL,LARCENY/THEFT,"GRAND THEFT BY PROSTITUTE",2
2003,CENTRAL,LARCENY/THEFT,"GRAND THEFT COIN OPERATED MACHINE",2
2003,CENTRAL,LARCENY/THEFT,"GRAND THEFT FROM A BUILDING",327
2003,CENTRAL,LARCENY/THEFT,"GRAND THEFT FROM LOCKED AUTO",768
2003,CENTRAL,LARCENY/THEFT,"GRAND THEFT FROM PERSON",162
2003,CENTRAL,LARCENY/THEFT,"GRAND THEFT FROM UNLOCKED AUTO",47
2003,CENTRAL,LARCENY/THEFT,"GRAND THEFT MOTORCYCLE STRIP",2
2003,CENTRAL,LARCENY/THEFT,"GRAND THEFT OF PROPERTY",175
2003,CENTRAL,LARCENY/THEFT,"GRAND THEFT PHONE BOOTH",1
2003,CENTRAL,LARCENY/THEFT,"GRAND THEFT PICKPOCKET",328
2003,CENTRAL,LARCENY/THEFT,"GRAND THEFT PURSESNATCH",16
2003,CENTRAL,LARCENY/THEFT,"GRAND THEFT SHOPLIFTING",76
2003,CENTRAL,LARCENY/THEFT,"LOST PROPERTY, GRAND THEFT",30
2003,CENTRAL,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",38
2003,CENTRAL,LARCENY/THEFT,"PETTY THEFT AUTO STRIP",2
2003,CENTRAL,LARCENY/THEFT,"PETTY THEFT BICYCLE",21
2003,CENTRAL,LARCENY/THEFT,"PETTY THEFT COIN OPERATED MACHINE",5
2003,CENTRAL,LARCENY/THEFT,"PETTY THEFT FROM A BUILDING",293
2003,CENTRAL,LARCENY/THEFT,"PETTY THEFT FROM LOCKED AUTO",396
2003,CENTRAL,LARCENY/THEFT,"PETTY THEFT FROM UNLOCKED AUTO",54
2003,CENTRAL,LARCENY/THEFT,"PETTY THEFT MOTORCYCLE STRIP",1
2003,CENTRAL,LARCENY/THEFT,"PETTY THEFT OF PROPERTY",232
2003,CENTRAL,LARCENY/THEFT,"PETTY THEFT PHONE BOOTH",4
2003,CENTRAL,LARCENY/THEFT,"PETTY THEFT SHOPLIFTING",238
2003,CENTRAL,LARCENY/THEFT,"PETTY THEFT WITH PRIOR",76
2003,CENTRAL,"LIQUOR LAWS","CONSUMING ALCOHOL IN PUBLIC VIEW",19
2003,CENTRAL,"LIQUOR LAWS","LICENSE REQUIRED TO SELL ALCOHOL",1
2003,CENTRAL,"LIQUOR LAWS","MINOR PURCHASING ALCOHOL",1
2003,CENTRAL,"LIQUOR LAWS","MISCELLANEOUS LIQOUR LAW VIOLATION",7
2003,CENTRAL,"LIQUOR LAWS","POSSESSION OF ALCOHOL BY MINOR",5
2003,CENTRAL,"LIQUOR LAWS","SALE OF ALCOHOL TO MINOR IN BAR",1
2003,CENTRAL,"LIQUOR LAWS","SELL OR FURNISH ALCOHOL TO INTOXICATED PERSON",1
2003,CENTRAL,"LIQUOR LAWS","UNLAWFUL TRANSPORTATION OF ALCOHOL",1
2003,CENTRAL,LOITERING,BEGGING,2
2003,CENTRAL,LOITERING,"INCITING TO RIOT",1
2003,CENTRAL,LOITERING,LOITERING,6
2003,CENTRAL,LOITERING,"LOITERING ABOUT SCHOOL/PLAYGROUND",1
2003,CENTRAL,LOITERING,"OBSTRUCTING PUBLIC THOROUGHFARE",7
2003,CENTRAL,LOITERING,"REFUSING TO DISPERSE UPON LAWFUL COMMAND",2
2003,CENTRAL,LOITERING,"UNLAWFUL ASSEMBLY",1
2003,CENTRAL,"MISSING PERSON","FOUND PERSON",59
2003,CENTRAL,"MISSING PERSON","MISSING ADULT",107
2003,CENTRAL,"MISSING PERSON","MISSING JUVENILE",45
2003,CENTRAL,NON-CRIMINAL,"AIDED CASE",71
2003,CENTRAL,NON-CRIMINAL,"AIDED CASE, DOG BITE",9
2003,CENTRAL,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",15
2003,CENTRAL,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",227
2003,CENTRAL,NON-CRIMINAL,"AIDED CASE, SICK PERSON",3
2003,CENTRAL,NON-CRIMINAL,"COURTESY REPORT",9
2003,CENTRAL,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",76
2003,CENTRAL,NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES",43
2003,CENTRAL,NON-CRIMINAL,"DEATH, ACCIDENTAL",1
2003,CENTRAL,NON-CRIMINAL,"FIRE REPORT",8
2003,CENTRAL,NON-CRIMINAL,"FOUND PROPERTY",143
2003,CENTRAL,NON-CRIMINAL,"IMPOUNDED VEHICLE",8
2003,CENTRAL,NON-CRIMINAL,"LOCATED PROPERTY",16
2003,CENTRAL,NON-CRIMINAL,"LOST PROPERTY",833
2003,CENTRAL,NON-CRIMINAL,"MISPLACED VEHICLE",3
2003,CENTRAL,NON-CRIMINAL,"PROPERTY FOR IDENTIFICATION",30
2003,CENTRAL,NON-CRIMINAL,SHELTER,1
2003,CENTRAL,NON-CRIMINAL,"TARASOFF REPORT",11
2003,CENTRAL,NON-CRIMINAL,"TRAFFIC ACCIDENT",4
2003,CENTRAL,NON-CRIMINAL,"TURNED IN GUN",2
2003,CENTRAL,NON-CRIMINAL,"YOUTH COURT",1
2003,CENTRAL,"OTHER OFFENSES","ACTS AGAINST PUBLIC TRANSIT",4
2003,CENTRAL,"OTHER OFFENSES","ADVERTISING DISTRIBUTORS PERMIT VIOLATION",2
2003,CENTRAL,"OTHER OFFENSES","BEYOND PARENTAL CONTROL",2
2003,CENTRAL,"OTHER OFFENSES",CONSPIRACY,26
2003,CENTRAL,"OTHER OFFENSES","CONTRIBUTING TO THE DELINQUENCY OF MINOR",3
